id_client,nom,prenom,email,date_naissance,sexe,ville,telephone,date_inscription,canal_acquisition
C01765,Alaoui,Zakaria,zakaria.alaoui135@gmail.com,1955-11-21,H,Marrakesh,0694281692,2023-09-11,SEO
C02146,Moussaoui,Khadija,khadija.moussaoui679@gmail.com,1963-02-06,f,agdr,0686198842,2022-04-20,Direct
C02898,Ziani,Samir,samir.ziani342@gmail.com,2004-11-01,Homme,Kénitra,0752086291,2023-12-18,Facebook
C02625,Ghazi,Reda,reda.ghazi136@gmail.com,1972-05-14,male,Meknes,0722842289,2021-12-20,Social Media
C00018,El Amrani,Youssef,youssef.elamrani886@gmail.com,1983-09-16,1,Tanger,0745594951,2022-02-15,Instagram
C00885,Ziani,Khalid,khalid.ziani974@gmail.com,2001-07-12,Homme,SAL,0757338677,2020-07-03,Direct
C01990,Bensouda,Adil,adil.bensouda203@gmail.com,2006-06-20,H,oujda,0661189221,2022-05-11,Marketplace
C02268,Chraibi,Nadia,nadia.chraibi258@gmail.com,1993-05-29,f,KEN,0642791587,2021-01-26,Instagram
C00888,El Amrani,Fatima,fatima.elamrani279@gmail.com,1960-06-09,F,oujda,0727608451,2022-02-12,Bouche à oreille
C01928,El Amrani,Loubna,loubna.elamrani491@gmail.com,2008-08-26,F,Oujda,0749696365,2020-11-25,Bouche à oreille
C02206,El Amrani,Rachid,rachid.elamrani353@gmail.com,1952-05-28,H,AGADIR,0753368257,2022-06-15,Email
C00422,Benali,Amine,amine.benali810@hotmail.com,1997-05-30,H,SAL,0625278911,2021-10-25,Google Ads
C02439,Ghazi,Khadija,khadija.ghazi114@gmail.com,1991-05-18,female,Tanger-Ville,0768976931,2024-06-24,Email
C00407,Ziani,Rania,rania.ziani909@hotmail.com,1965-12-11,F,Salé,0751996390,2023-05-30,Facebook
C03858,Benali,Hassan,hassan.benali179@yahoo.com,1971-03-06,H,meknes,0745628694,2020-12-23,Facebook
C02788,Berrada,Mustapha,mustapha.berrada882@gmail.com,1957-10-19,h,fès,0732564772,2023-07-22,Marketplace
C00982,Bensouda,Nadia,nadia.bensouda617@gmail.com,1999-03-28,Femme,AGADIR,0719296843,2020-09-17,Google Ads
C01809,Benali,Nabil,nabil.benali388@gmail.com,1974-11-20,1,CAS,0728155906,2021-10-03,Bouche à oreille
C00391,Tazi,Sanaa,sanaa.tazi764@hotmail.com,1989-04-08,0,agadir,0727498659,2022-03-27,Email
C02886,Ghazi,Leila,leila.ghazi210@hotmail.com,2008-10-24,0,MEK,0780541755,2022-12-15,Instagram
C98203,Belkadi,Dounia,dounia.belkadi222@gmail.com,1963-01-09,0,AGA,0674161561,2024-09-07,Google Ads
C02759,Lahlou,Sanaa,sanaa.lahlou207@gmail.com,1997-12-18,F,FES,0770281541,2020-08-06,Bouche à oreille
C02777,Moussaoui,Widad,widad.moussaoui914@outlook.com,1957-01-30,female,Marrakesh,0797631821,2021-09-27,Facebook
C00726,El Fassi,Sanaa,sanaa.elfassi124@outlook.com,2001-06-29,f,kenitra,0723238889,2021-01-30,Social Media
C00091,Tahiri,Nabil,nabil.tahiri118@gmail.com,1983-04-02,male,agdr,0667723010,2024-04-23,Instagram
C01199,Idrissi,Hamza,hamza.idrissi963@gmail.com,2004-01-02,male,MRK,0634847621,2020-06-16,Marketplace
C01894,Moussaoui,Mohammed,mohammed.moussaoui121@yahoo.com,1986-01-01,1,casa,0769327130,2022-03-26,Facebook
C96912,Ghazi,Amine,amine.ghazi112@gmail.com,2007-10-17,m,fès,0729538668,2023-03-04,Email
C00979,El Fassi,Amine,amine.elfassi477@gmail.com,1966-10-18,h,CASA,0719801355,2024-02-22,Email
C03480,Mansouri,Hafsa,hafsa.mansouri453@gmail.com,1981-08-26,Femme,tanger-med,0648227663,2022-01-28,Social Media
C00130,Ziani,Amine,amine.ziani139@gmail.com,1965-09-17,Homme,Fez,0652894344,2023-12-31,Google Ads
C02052,Idrissi,Khadija,khadija.idrissi397@gmail.com,1985-08-19,Femme,Casablanca-Anfa,0783981681,2020-02-14,Direct
C01843,Tahiri,Amine,amine.tahiri211@gmail.com,1974-09-04,Homme,OUJDA,0763498338,2020-02-04,Social Media
C03731,Moussaoui,Zineb,@moussaoui.com,1994-05-21,f,MARRAKECH,0798203816,2022-11-20,Social Media
C00349,Chraibi,Rachid,rachid.chraibi205@yahoo.com,1967-02-18,H,Rabat,0643513553,2021-02-27,Marketplace
C03068,Kadiri,Adil,adil.kadiri574@gmail.com,1990-05-15,1,Agadir,0680141098,2023-09-16,Référencement
C96118,Moussaoui,Hicham,hicham.moussaoui912@hotmail.com,1960-11-30,h,SAL,0765845729,2024-07-15,SEO
C01266,Filali,Hicham,hicham.filali197@gmail.com,1989-03-20,male,rabat,0778321018,2020-11-01,Bouche à oreille
C01678,Ghazi,Houda,houda.ghazi704@gmail.com,2026-09-22,f,CASA,0736845531,2024-04-30,Marketplace
C02538,Belkadi,Rachid,rachid.belkadi631@gmail.com,1999-07-04,M,TNG,0694984077,2024-03-16,Bouche à oreille
C01056,Bensouda,Mustapha,mustapha.bensouda889@gmail.com,1983-12-11,1,marrakech,0623027791,2022-09-23,Social Media
C00619,Benali,Khalid,khalid.benali902@gmail.com,1985-09-26,M,OUJDA,0670945151,2023-08-26,Direct
C02174,El Fassi,Rachid,rachid.elfassi536@gmail.com,1953-09-12,1,Tanger-Ville,0627236582,2020-07-31,Référencement
C02250,Berrada,Adil,adil.berrada418@gmail.com,1994-08-08,M,KEN,0721891017,2023-01-02,Direct
C02497,Bensouda,Ahmed,ahmed.bensouda471@gmail.com,1985-01-09,M,OUJ,0667180677,2020-09-07,Social Media
C03614,Lahlou,Hicham,hicham.lahlou293@outlook.com,1962-09-20,M,MEK,0771521649,2024-10-28,Marketplace
C01322,Tahiri,Hamza,hamza.tahiri404@gmail.com,1999-01-17,Homme,SAL,0637111336,2024-03-17,SEO
C00759,Ziani,Loubna,loubna.ziani793@gmail.com,1983-05-02,f,MEK,0630454970,2023-06-04,Marketplace
C00474,Berrada,Hafsa,hafsa.berrada934@gmail.com,2000-06-01,f,TNG,0696551756,2023-10-04,Google Ads
C97931,Bensouda,Rachid,rachid.bensouda930@hotmail.com,2008-01-22,Homme,Meknès,0654572846,2022-08-26,Social Media
C02930,Kadiri,Leila,leila.kadiri685@yahoo.com,2007-10-04,female,Casablanca-Anfa,0618951175,2023-12-29,Email
C01926,Ziani,Hicham,hicham.ziani746@hotmail.com,2027-03-10,h,Rabat,0746690888,2021-05-07,Google Ads
C00528,Bensouda,Widad,widad.bensouda549@hotmail.com,1970-04-17,F,Fès,0693828673,2023-03-20,Social Media
C03560,Ziani,Khalid,khalid.ziani303@outlook.com,1985-12-06,h,fes,0753211696,2022-08-09,Email
C01222,El Amrani,Widad,widad.elamrani533@gmail.com,1958-03-04,F,meknes,0770808034,2022-12-23,Email
C03888,Filali,Samir,samir.filali524@gmail.com,1990-03-13,1,Fès,0760855991,2024-06-20,Google Ads
C01127,Idrissi,Houda,houda.idrissi383@gmail.com,1997-06-09,f,Rabat,0674339388,2024-11-10,Marketplace
C03957,Tazi,Houda,houda.tazi844@hotmail.com,1977-07-26,f,FEZ,0635116909,2023-05-28,Bouche à oreille
C00644,Tazi,Sara,sara.tazi399@gmail.com,1983-09-20,female,Casablanca-Anfa,0768008992,2020-09-23,Instagram
C02084,Idrissi,Tariq,tariq.idrissi822@gmail.com,2008-01-04,Homme,sale,0746771459,2020-03-18,Email
C01976,Moussaoui,Mehdi,mehdi.moussaoui813@gmail.com,1965-03-02,h,sale,0626222974,2024-03-09,Direct
C03376,Bennani,Khalid,khalid.bennani661@gmail.com,1950-10-03,H,MARRAKECH,0634313502,2023-04-22,Google Ads
C00125,Lahlou,Leila,leila.lahlou617@gmail.com,2004-10-11,f,marrakech,0620746667,2021-08-24,Google Ads
C01055,Idrissi,Imane,imane.idrissi25@gmail.com,1983-02-19,female,Casa,0785613436,2023-09-28,Email
C03125,Ghazi,Nadia,nadia.ghazi413@gmail.com,1984-03-27,0,SAL,0688383612,2020-12-18,Google Ads
C02585,El Amrani,Fatima,fatima.elamrani121@gmail.com,1981-07-21,f,TANGER,0672130890,2024-06-15,Référencement
C92634,Chraibi,Ahmed,ahmed.chraibi274@gmail.com,1975-02-01,Homme,CAS,0646060040,2022-10-13,Google Ads
C01969,Mansouri,Hicham,hicham.mansouri847@gmail.com,2004-07-29,m,Salé,0699119979,2023-04-01,Référencement
C02559,Kadiri,Khalid,khalid.kadiri937@gmail.com,1967-06-30,m,SAL,0772666942,2020-11-17,SEO
C00550,Ziani,Hamza,hamza.ziani830@hotmail.com,1958-07-26,H,Marrakech,0759781518,2022-02-19,Email
C02379,Tahiri,Widad,widad.tahiri330@gmail.com,1974-06-16,female,rabat,0787426850,2020-06-05,Facebook
C01519,Lahlou,Zakaria,zakaria.lahlou222@yahoo.com,1979-02-25,h,Rbat,0719140411,2023-01-11,Marketplace
C01198,Bennani,Ahmed,ahmed.bennani759@yahoo.com,2004-06-14,M,Tanger,0674018781,2023-04-19,SEO
C96948,Ouali,Leila,leila.ouali804@hotmail.com,1957-09-19,F,casablanca,0777984025,2022-08-08,Email
C01897,Bennani,Adil,adil@,1981-04-07,male,MRK,0690541689,2021-03-23,Social Media
C01178,Chraibi,Mustapha,mustapha.chraibi426@hotmail.com,1955-03-06,m,casablanca,0678824758,2024-12-15,Marketplace
C03847,Tahiri,Khalid,khalid.tahiri214@outlook.com,1974-04-16,1,TANGER,0695886468,2024-01-20,Instagram
C02287,Bensouda,Rania,rania.bensouda712@gmail.com,1954-12-25,female,kenitra,0636316891,2022-10-11,Direct
C03159,Berrada,Sanaa,sanaa.berrada195@yahoo.com,2006-08-08,Femme,Fez,0690807852,2023-11-16,Marketplace
C00299,Moussaoui,Ahmed,ahmed.moussaoui521@gmail.com,1956-08-02,M,meknes,0627231111,2023-11-17,Social Media
C00683,El Amrani,Rachid,rachid.elamrani920@gmail.com,1993-06-13,H,Oujda,0722138886,2022-12-30,Google Ads
C00624,Belkadi,Mustapha,mustapha.belkadi167@yahoo.com,1970-12-23,Homme,Oujda,0640906854,2020-01-08,Instagram
C01972,Berrada,Nadia,nadia.berrada573@outlook.com,1952-06-05,F,RABAT,0767412571,2024-07-25,Direct
C02485,Alaoui,Ahmed,ahmed.alaoui827@gmail.com,1890-03-24,1,OUJ,0739722157,2022-02-17,Email
C03844,Tahiri,Adil,adil.tahiri986@gmail.com,1973-05-29,male,MRK,0613653240,2024-01-23,Social Media
C02780,Tahiri,Tariq,tariq.tahiri148@gmail.com,1972-08-12,1,CASA,0610663960,2021-07-18,Facebook
C01278,Tahiri,Tariq,tariq.tahiri854@yahoo.com,1952-02-24,1,meknes,0623735568,2024-08-07,Référencement
C03510,Benali,Mehdi,mehdi.benali28@gmail.com,1988-06-04,h,Oujda,0634989457,2021-07-10,Marketplace
C00689,Alaoui,Mehdi,mehdi.alaoui745@gmail.com,1961-02-25,h,CAS,0683543652,2023-09-12,Facebook
C02111,Ouali,Rachid,rachid.ouali268@gmail.com,1962-09-13,H,casablanca,0635229926,2024-08-21,Google Ads
C02419,Ghazi,Ahmed,ahmed.ghazi490@gmail.com,1956-06-25,H,kenitra,0647891425,2020-05-05,Instagram
C00932,Ziani,Leila,leila.ziani476@yahoo.com,1954-10-09,F,Marrakesh,0690440472,2022-07-31,Google Ads
C01648,Bensouda,Khadija,khadija.bensouda900@gmail.com,2006-12-10,Femme,Casablanca,0621660923,2020-11-08,Google Ads
C01890,Lahlou,Bilal,bilal.lahlou337@gmail.com,1967-12-31,1,Meknès,0665426389,2023-10-01,Social Media
C03171,El Fassi,Fatima,fatima.elfassi666@gmail.com,2005-06-10,female,casablanca,0717684065,2021-08-18,Instagram
C02147,Alaoui,Reda,reda.alaoui995@yahoo.com,1958-07-08,m,Marrakech,0619662262,2021-02-06,Google Ads
C03318,Benali,Hamza,hamza.benali80@hotmail.com,1985-05-05,H,mrakech,0688580630,2021-08-07,Facebook
C02387,Mansouri,Khalid,khalid.mansouri66@gmail.com,1965-10-06,1,mrakech,0679247286,2021-05-29,Marketplace
C01910,Moussaoui,Widad,widad.moussaoui331@outlook.com,1957-12-03,Femme,Tnja,0628646960,2021-09-30,Google Ads
C01600,Kadiri,Omar,omar.kadiri430@yahoo.com,2009-12-31,1,tanger-med,0795061828,2022-11-08,Bouche à oreille
C02980,El Amrani,Aicha,aicha.elamrani760@gmail.com,1966-03-01,f,Fès,0642173137,2023-05-14,Direct
C03597,Alaoui,Dounia,dounia.alaoui650@gmail.com,1997-03-28,0,Salé,0615968892,2022-12-10,Facebook
C02253,Bensouda,Nabil,nabil.bensouda745@gmail.com,1890-09-08,Homme,Rabat,0663733032,2022-12-28,Marketplace
C01896,Belkadi,Mustapha,mustapha.belkadi841@gmail.com,2030-11-15,H,Tanger-Ville,0634363479,2023-09-23,Facebook
C02097,Ouali,Ahmed,ahmed.ouali309@hotmail.com,1957-03-26,1,FES,0665495867,2024-12-19,Email
C91315,Moussaoui,Bilal,bilal.moussaoui545@gmail.com,2003-02-15,Homme,CASA,0655246901,2020-06-12,Marketplace
C02139,Ghazi,Meryem,meryem.ghazi527@gmail.com,2007-10-05,0,OUJDA,0775090023,2021-09-02,Facebook
C00124,Filali,Ahmed,ahmed.filali410@gmail.com,2002-11-10,Homme,MRK,0676599269,2022-03-02,Instagram
C01937,El Amrani,Meryem,meryem.elamrani619@gmail.com,1986-07-09,0,TANGER,0634670174,2020-01-05,Marketplace
C02603,Bennani,Aicha,aicha.bennani933@gmail.com,2004-09-16,0,SAL,0622547977,2021-10-19,Marketplace
C03818,Kadiri,Sanaa,sanaa.kadiri839@gmail.com,1991-11-25,Femme,Tanger-Ville,0727385055,2021-08-25,Google Ads
C01627,Mansouri,Hicham,hicham.mansouri732@gmail.com,1992-10-10,Homme,casa,0729915816,2020-12-06,SEO
C02362,Alaoui,Leila,leila.alaoui151@gmail.com,1972-03-16,f,kenitra,0744515096,2020-05-25,Social Media
C03775,Kadiri,Adil,adil.kadiri219@gmail.com,1954-08-31,H,TANGER,0623935976,2022-11-22,Social Media
C02314,Ziani,Imane,@ziani.com,1963-12-11,F,Tanger-Ville,0678889607,2024-12-17,Social Media
C98122,Kadiri,Hajar,hajar.kadiri169@gmail.com,2008-10-07,F,tanger-med,0737588517,2020-04-19,Référencement
C00424,Filali,Zakaria,zakaria.filali58@gmail.com,1959-10-29,M,OUJDA,0784514623,2024-01-24,Direct
C02681,Benali,Khadija,khadija.benali898@gmail.com,2002-03-03,F,Fès,0720961980,2020-12-22,Référencement
C91313,Mansouri,Nadia,nadia.mansouri940@gmail.com,1952-11-15,Femme,OUJ,0697715861,2023-10-30,Google Ads
C03010,Alaoui,Ahmed,ahmed.alaoui419@gmail.com,2003-02-04,Homme,MARRAKECH,0674464347,2022-08-10,SEO
C03961,Bensouda,Hamza,hamza.bensouda655@gmail.com,1988-06-17,male,Agadir,0624161428,2022-07-19,Email
C02142,El Fassi,Rachid,rachid.elfassi995@gmail.com,2005-05-20,H,FES,0753383268,2020-11-16,Social Media
C00415,Mansouri,Nabil,nabil.mansouri251@gmail.com,2004-07-13,M,agdr,0616565770,2023-07-11,Email
C03038,Lahlou,Omar,omar.lahlou97@gmail.com,1974-09-16,H,OUJ,0758726232,2021-03-21,Instagram
C01514,Ouali,Tariq,tariq.ouali39@gmail.com,2005-09-20,Homme,CASA,0682016067,2020-04-29,Google Ads
C03586,Moussaoui,Amine,amine.moussaoui357@gmail.com,1981-11-17,H,Meknès,0699277799,2020-12-30,Référencement
C00003,Bensouda,Nadia,nadia.bensouda100@gmail.com,1989-03-29,f,TNG,0781971316,2021-06-25,Social Media
C01837,Ghazi,Zineb,zineb.ghazi818@gmail.com,1958-08-30,f,CASA,0729687245,2022-10-22,Facebook
C00593,Mansouri,Soukaina,soukaina.mansouri221@outlook.com,1950-12-25,f,agdr,0719068358,2020-09-07,SEO
C01280,Tahiri,Sara,sara.tahiri419@yahoo.com,1975-06-10,0,Salé,0676145997,2022-07-09,Marketplace
C00640,Mansouri,Widad,widad.mansouri708@gmail.com,1961-11-02,F,Meknès,0628674348,2020-02-17,Email
C01136,Alaoui,Rachid,rachid.alaoui488@gmail.com,1969-09-17,M,Casa,0658497553,2020-10-13,SEO
C00708,Chraibi,Rania,rania.chraibi283@gmail.com,1987-09-24,F,Rabat,0795313518,2024-01-11,Social Media
C00959,Tahiri,Mohammed,mohammed.tahiri34@gmail.com,1963-02-13,1,agadir,0646436564,2021-11-05,Direct
C01221,Kadiri,Hassan,hassan.kadiri546@hotmail.com,2010-02-17,M,CAS,0619826486,2024-04-14,Email
C01812,Ghazi,Leila,leila.ghazi815@hotmail.com,1955-11-04,F,Meknès,0745871807,2021-08-02,Google Ads
C03692,Lahlou,Bilal,bilal.lahlou898@gmail.com,1978-11-01,Homme,SAL,0619135154,2023-09-16,Direct
C03505,Filali,Rania,rania.filali264@gmail.com,2006-01-11,f,Meknes,0677510269,2021-07-13,Google Ads
C00425,Filali,Soukaina,soukaina.filali153@yahoo.com,1951-11-30,f,Oujda,0686635858,2022-02-07,Marketplace
C03484,Lahlou,Mustapha,mustapha.lahlou499@outlook.com,1994-06-08,m,agadir,0790869358,2024-09-18,SEO
C00256,Ziani,Samir,samir.ziani175@gmail.com,1998-03-30,M,Casablanca,0763347164,2022-08-27,Instagram
C00886,Tahiri,Aicha,aicha.tahiri161@gmail.com,1986-08-20,0,Rabat,0731663301,2024-01-10,Google Ads
C02148,El Amrani,Nabil,nabil.elamrani765@gmail.com,1959-09-01,Homme,RBA,0765945823,2021-10-30,SEO
C03204,Berrada,Hafsa,hafsa.berrada236@gmail.com,1998-01-08,f,Tanger,0675182224,2022-08-13,Marketplace
C01281,Idrissi,Reda,reda.idrissi717@hotmail.com,1951-03-31,H,AGA,0612075251,2022-04-09,Google Ads
C01979,Ziani,Karim,karim.ziani958@outlook.com,1950-05-31,h,tanger-med,0758957873,2022-08-30,Marketplace
C00450,Tazi,Zineb,zinebtazigmail.com,2005-12-25,female,Casa,0698470372,2023-05-21,Instagram
C02528,El Fassi,Hicham,hicham.elfassi698@gmail.com,1890-01-26,male,CAS,0756144542,2021-09-28,Instagram
C02376,Tahiri,Adil,adil.tahiri627@yahoo.com,2004-12-27,male,MRK,0732939881,2024-08-05,Bouche à oreille
C02495,Lahlou,Hassan,hassan.lahlou542@gmail.com,1991-01-22,1,Casa,0657737121,2020-08-17,Facebook
C02048,Idrissi,Sanaa,sanaa.idrissi26@gmail.com,1981-08-17,f,tanger-med,0683077607,2022-07-28,Direct
C01495,Bennani,Mustapha,mustapha.bennani789@gmail.com,2002-07-13,1,agadir,0734385885,2020-03-04,Référencement
C02204,El Amrani,Rania,rania.elamrani430@outlook.com,2003-03-12,Femme,AGADIR,0648576809,2022-04-13,Référencement
C01930,Lahlou,Aicha,aicha.lahlou114@gmail.com,1980-05-24,f,Fès,0653973507,2024-11-23,Direct
C01683,Ziani,Hassan,hassan.ziani858@gmail.com,1987-03-24,male,TNG,0733584929,2021-04-21,Social Media
C03371,Mansouri,Hassan,hassan.mansouri22@gmail.com,1956-08-28,h,OUJDA,0695965392,2022-05-22,Facebook
C03383,El Amrani,Hafsa,hafsa.elamrani266@gmail.com,2009-05-09,Femme,KEN,0650912213,2021-10-29,Direct
C01452,Kadiri,Rania,rania.kadiri106@outlook.com,1956-03-24,Femme,sale,0677556899,2024-05-09,Social Media
C01144,Belkadi,Mohammed,mohammed.belkadi731@gmail.com,1968-06-02,1,Marrakesh,0712750674,2021-12-07,Instagram
C00503,El Amrani,Dounia,dounia.elamrani994@outlook.com,2002-12-27,f,Meknès,0744616300,2022-09-11,Instagram
C00705,Idrissi,Meryem,meryem.idrissi746@gmail.com,1960-03-25,f,Agadir,0680995825,2024-07-10,Google Ads
C03668,Benali,Sanaa,sanaa.benali310@gmail.com,1956-02-26,F,MRK,0622216415,2024-01-16,Direct
C00359,El Fassi,Youssef,youssef.elfassi669@hotmail.com,1989-01-24,1,RABAT,0758743159,2022-03-20,Marketplace
C00485,Moussaoui,Khalid,khalid.moussaoui83@gmail.com,1960-02-11,male,agadir,0716920612,2020-04-22,Social Media
C00192,Tazi,Sara,sara.tazi636@gmail.com,2009-10-25,Femme,MRK,0797380687,2022-06-20,Marketplace
C00698,Chraibi,Hajar,hajar.chraibi126@outlook.com,1974-10-08,f,Tanger-Ville,0714698329,2020-11-26,Social Media
C00999,Tazi,Samir,samir.tazi567@gmail.com,1987-12-15,h,agadir,0663359344,2024-11-10,Direct
C03599,Chraibi,Sanaa,sanaa.chraibi508@yahoo.com,1958-08-21,female,Marrakesh,0646102405,2020-07-12,Référencement
C00139,Moussaoui,Hicham,hicham.moussaoui274@gmail.com,1990-01-17,m,Rbat,0792594562,2020-04-13,Facebook
C03407,Idrissi,Khadija,khadija.idrissi242@gmail.com,1986-04-09,female,Agadir,0675891163,2022-08-11,Email
C00516,Kadiri,Zineb,zineb.kadiri504@gmail.com,2033-12-31,F,OUJ,0626001148,2022-12-06,Email
C03103,El Amrani,Khalid,khalid.elamrani415@gmail.com,1998-05-30,H,MARRAKECH,0761782687,2020-11-20,Référencement
C02395,Tahiri,Imane,imane.tahiri43@gmail.com,1975-11-10,F,RABAT,0789098795,2023-06-10,Marketplace
C03497,Tazi,Houda,houda.tazi914@gmail.com,1991-05-13,f,FEZ,0778991841,2023-07-29,Bouche à oreille
C02079,Bennani,Nadia,nadia.bennani525@gmail.com,1985-10-16,f,casa,0779443222,2021-01-26,Direct
C03045,El Fassi,Khalid,khalid.elfassi245@gmail.com,1963-02-05,m,FES,0772902517,2022-12-18,Marketplace
C03515,Bennani,Hicham,hicham.bennani19@gmail.com,1961-07-06,M,fes,0699833848,2021-11-30,Google Ads
C00587,Benali,Mustapha,mustapha.benali596@gmail.com,1989-01-20,M,OUJ,0657021454,2023-07-09,Bouche à oreille
C00013,Lahlou,Hassan,hassan.lahlou217@gmail.com,1954-07-23,male,casa,0763551839,2023-11-13,Google Ads
C02417,Tazi,Zakaria,zakaria.tazi372@gmail.com,2007-02-09,Homme,Tanger-Ville,0648186737,2024-01-21,Bouche à oreille
C03842,Ziani,Adil,adil.ziani974@gmail.com,1970-12-02,1,Tanger-Ville,0661398100,2024-08-30,Instagram
C01291,Idrissi,Adil,adil.idrissi583@outlook.com,1970-12-07,H,AGADIR,0655987219,2021-07-26,Google Ads
C00877,El Fassi,Hicham,hicham.elfassi40@gmail.com,1965-12-16,H,AGA,0735554877,2024-06-14,Direct
C01321,Alaoui,Hassan,hassan.alaoui831@gmail.com,1993-08-09,m,agadir,0756883986,2022-11-28,Référencement
C00542,Moussaoui,Hajar,hajar.moussaoui781@outlook.com,1989-09-30,F,oujda,0610412827,2022-06-27,Facebook
C97266,Ziani,Omar,omar.ziani887@gmail.com,2000-05-16,Homme,MRK,0784406446,2020-03-02,Email
C02266,Idrissi,Widad,widad.idrissi118@gmail.com,2007-05-18,F,Agadir,0746965029,2020-09-17,Instagram
C02621,Belkadi,Youssef,youssef.belkadi23@gmail.com,1987-06-12,male,tanger-med,0640037673,2023-07-08,Google Ads
C92998,Bensouda,Rania,rania.bensouda131@outlook.com,1988-01-03,F,Casablanca,0771549421,2020-10-06,Facebook
C02794,Filali,Dounia,dounia.filali859@outlook.com,1955-07-29,Femme,TANGER,0647994683,2020-11-22,Direct
C03119,Idrissi,Mehdi,mehdi.idrissi499@yahoo.com,1975-02-02,1,SAL,0675030273,2021-10-28,SEO
C02116,Ghazi,Bilal,bilal.ghazi354@gmail.com,1977-03-28,h,Casablanca-Anfa,0688865889,2023-01-06,Référencement
C00303,Mansouri,Mustapha,mustaphamansourigmail.com,1962-08-27,H,mrakech,0617122263,2020-02-21,SEO
C02226,Ghazi,Sanaa,sanaa.ghazi771@gmail.com,2002-11-26,F,OUJDA,0631030803,2022-11-27,Marketplace
C94383,Berrada,Bilal,bilal.berrada761@gmail.com,1958-02-21,1,tanger-med,0737939985,2021-08-25,Google Ads
C00306,Moussaoui,Houda,houda.moussaoui890@gmail.com,2010-01-07,f,Rabat,0788971743,2024-08-26,Direct
C00134,Tazi,Hassan,hassan.tazi531@yahoo.com,1978-04-25,M,Rabat,0779645282,2023-12-23,Bouche à oreille
C02645,El Fassi,Adil,adil@,1974-10-13,m,Tanger,0689130379,2022-06-11,Bouche à oreille
C02442,Idrissi,Mehdi,mehdi.idrissi966@gmail.com,1962-01-17,male,Agadir,0722013137,2021-04-19,Bouche à oreille
C03964,El Amrani,Samir,samir.elamrani469@gmail.com,1978-08-16,male,MEK,0656780269,2023-11-02,Direct
C01750,Tazi,Salma,salmatazigmail.com,1999-06-16,Femme,Rabat,0758886373,2020-11-15,Référencement
C00499,Benali,Loubna,loubna.benali457@gmail.com,1987-11-23,Femme,Fez,0769391930,2024-01-30,Bouche à oreille
C00540,Lahlou,Sanaa,sanaa.lahlou881@gmail.com,2005-01-16,Femme,marrakech,0714547522,2023-07-17,Bouche à oreille
C02696,Tahiri,Dounia,dounia.tahiri981@outlook.com,1958-10-02,f,OUJDA,0639055362,2024-08-18,Direct
C00711,Mansouri,Mohammed,mohammed.mansouri757@gmail.com,1975-11-29,H,AGA,0691520297,2024-12-07,Instagram
C00383,Mansouri,Rania,rania.mansouri517@gmail.com,2000-02-15,f,Fez,0752299387,2023-05-13,Direct
C01148,Ziani,Zineb,zineb.ziani893@gmail.com,1973-06-23,f,Rbat,0766809533,2020-12-26,Email
C00237,Tazi,Houda,houda.tazi406@gmail.com,1965-01-19,f,Casa,0664276605,2021-06-16,Instagram
C01915,Chraibi,Reda,reda.chraibi797@gmail.com,2007-05-23,Homme,Oujda,0764918951,2020-01-08,Direct
C03102,Tazi,Nabil,nabil.tazi917@gmail.com,1985-03-02,male,Salé,0620964239,2024-05-02,SEO
C02593,Bennani,Rachid,rachid.bennani940@gmail.com,1964-12-29,M,fes,0756529227,2024-10-08,Google Ads
C02862,Filali,Amine,amine.filali904@gmail.com,1968-07-11,1,Casablanca,0742194198,2023-03-13,SEO
C00670,Tazi,Rania,raniatazigmail.com,1994-07-15,Femme,kenitra,0763373950,2023-08-12,Marketplace
C91325,Lahlou,Bilal,bilal.lahlou898@gmail.com,1978-11-01,Homme,SAL,0619135154,2023-09-16,Direct
C02450,Berrada,Mohammed,mohammed.berrada458@hotmail.com,1951-04-26,M,Rbat,0788527518,2023-09-18,Email
C03260,Tahiri,Rachid,@tahiri.com,1952-12-10,h,Casa,0763782563,2020-12-12,Bouche à oreille
C02489,El Fassi,Rachid,rachid.elfassi632@gmail.com,1983-04-23,M,tanger-med,0749276900,2022-10-12,Google Ads
C02723,El Amrani,Khadija,khadija.elamrani864@hotmail.com,1981-01-04,f,Rbat,0654372878,2022-08-18,Référencement
C00730,Moussaoui,Adil,adil.moussaoui212@yahoo.com,1985-10-28,h,Kénitra,0678826270,2023-04-27,Instagram
C03752,El Amrani,Salma,salma.elamrani973@hotmail.com,2002-10-21,0,OUJ,0751258857,2023-06-26,Bouche à oreille
C02983,Filali,Hicham,hicham.filali773@gmail.com,2008-11-26,h,Agadir,0654906555,2022-11-12,Marketplace
C02818,Bennani,Samir,samir.bennani317@gmail.com,1982-11-03,M,Tanger,0738234257,2023-11-02,Direct
C01000,Benali,Meryem,meryem.benali799@outlook.com,1963-11-27,0,AGADIR,0782404720,2024-06-26,Référencement
C00668,El Fassi,Mustapha,mustapha.elfassi128@gmail.com,1954-05-10,M,sale,0744260204,2021-02-01,Google Ads
C03558,Ouali,Omar,omar.ouali395@gmail.com,1966-04-03,M,MEK,0689274842,2021-02-02,Social Media
C03145,Tazi,Omar,omar.tazi714@hotmail.com,2003-06-25,Homme,SAL,0655278459,2020-07-22,SEO
